종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"338100","NH프라임리츠","KOSPI",,,"126801","부동산 임대 및 공급업","11",,"18660000","500","9330000000","원(KRW)","권오성","02-6264-2836","서울특별시 영등포구 국제금융로8길 2(여의도동, 농협재단빌딩 13층) "
"034310","NICE","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"37882300","500","18941150000","원(KRW)","이현석","02-2122-4000","서울특별시 영등포구 은행로 17 (여의도동) NICE 그룹 1사옥"
"030190","NICE평가정보","KOSDAQ","우량기업부",,"106309","기타 정보 서비스업","12",,"60714820","500","30357410000","원(KRW)","신희부","02-2122-4000","서울특별시 영등포구 은행로 17 NICE 그룹1사옥 "
"008260","NI스틸","KOSPI",,,"032401","1차 철강 제조업","12",,"28600117","500","14300058500","원(KRW)","배종민","02-758-6789","서울특별시 동작구 동작대로 35 - "
"004250","NPC","KOSPI",,,"032202","플라스틱제품 제조업","12",,"36720000","500","21000000000","원(KRW)","최병민","031-362-2851","경기도 안산시 단원구  해안로 289 엔피씨(주) "
"010060","OCI","KOSPI",,,"032001","기초 화학물질 제조업","12",,"23849371","5000","127246855000","원(KRW)","백우석, 이우현, 김택중(3인, 각자 대표이사)","02-727-9500","서울특별시 중구  소공로 94 OCI 빌딩"
"078590","OQP","KOSDAQ","관리종목(소속부없음)",,"033003","자동차 신품 부품 제조업","12",,"78724637","200","15744927400","원(KRW)","이창현 단독대표이사","02-6925-2168","경남 밀양시 산내면 가인리 364번지 "
"178920","PI첨단소재","KOSDAQ","우량기업부",,"032202","플라스틱제품 제조업","12",,"29366322","500","14683161000","원(KRW)","김태림","031-436-8600","충청북도 진천군 이월면 고등1길 27 "
"024940","PN풍년","KOSDAQ","벤처기업부",,"032509","기타 금속 가공제품 제조업","12",,"10000000","500","5000000000","원(KRW)","유재원","02-2008-1030","경기도 안산시 단원구 별망로 620 "
"005490","POSCO","KOSPI",,,"032401","1차 철강 제조업","12",,"87186835","5000","482403125000","원(KRW)","대표이사 회장    최정우,
대표이사 사장    장인화","054-220-0114","경상북도 포항시 남구  동해안로 6261 (주) 포스코"
"218410","RFHIC","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"23847620","500","11923810000","원(KRW)","조덕수","031-8069-3016","경기도 안양시 동안구 부림로 170 41-14(관양동)"
"091340","S&K폴리텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"11703721","500","5851860500","원(KRW)","강원형","031-432-8061","경기도 안산시 단원구 시화벤처로 515 성곡동 808-6번지"
"100840","S&TC","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"7506711","500","3753355500","원(KRW)","신경인","055-212-6500","경상남도 창원시 성산구  완암로 12 "
"064960","S&T모티브","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"14623136","5000","73115680000","원(KRW)","김형철","051-509-2114","부산광역시 기장군  철마면 여락송정로 363 "
"003570","S&T중공업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"33252697","2500","85631742500","원(KRW)","권정원","055-280-5000","경상남도 창원시 성산구  남면로 599 "
"036530","S&T홀딩스","KOSPI",,,"116409","기타 금융업","12",,"16303886","500","8351943000","원(KRW)","김도환","02-3279-5010","서울특별시 금천구  가산디지털1로 134 "
"010950","S-Oil","KOSPI",,,"031902","석유 정제품 제조업","12",,"112582792","2500","291511797500","원(KRW)","Hussain A.Al-Qahtani","02-3772-5151","서울특별시 마포구  백범로 192 "
"019550","SBI인베스트먼트","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"162066575","500","83533287500","원(KRW)","공동대표이사 이준효
공동대표이사 소우에이이치로","02-2139-9200","서울특별시 강남구 테헤란로 509엔씨타워1 14층 "
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)",,"105802","소프트웨어 개발 및 공급업","03",,"24048040","무액면","0","일본엔(JPY)","카네코 유이치","81-3-3498-5011","일본 동경 시부야구 시부야 2-1-1, 아오야마 퍼스트 빌딩 "
"034120","SBS","KOSPI",,,"106002","텔레비전 방송업","12",,"18252582","5000","91262910000","원(KRW)","박정훈(단독대표)","02-2061-0006","서울특별시 양천구  목동서로 161 "
"101060","SBS미디어홀딩스","KOSPI",,,"106002","텔레비전 방송업","12",,"139896190","500","69948095000","원(KRW)","신경렬","02-2113-5599","서울특별시 양천구  목동서로 161 "
"046140","SBS콘텐츠허브","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"21463555","500","10731777500","원(KRW)","김휘진","02-2001-0631","서울특별시 마포구 상암산로 82 SBS프리즘타워 15, 16층 "
"036120","SCI평가정보","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"35500000","500","17750000000","원(KRW)","강욱성","02  -3445-5000","서울특별시 마포구  토정로 144 건양사빌딩 "
"099220","SDN","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"48178714","500","24089357000","원(KRW)","최기혁","02-446-6691","경기도 성남시 분당구 대왕판교로644번길 21메디포스트 3층  "
"036540","SFA반도체","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"164460303","500","82487451500","원(KRW)","김영민","041 -529 -0708","충청남도 천안시 서북구  백석공단7로 16 STS반도체통신(주) "
"255220","SG","KOSDAQ","우량기업부",,"032309","기타 비금속 광물제품 제조업","12",,"36720027","100","3672002700","원(KRW)","박창호","032-574-6525","인천광역시 서구 봉수대로300번길 15, 300번길 9 &nbsp"
"040610","SG&G","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"34087196","500","17043598000","원(KRW)","이 의 범","02-2105-6315","경기도 안산시 단원구 원시로 239-10 (원시동)"
"049470","SGA","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"48812249","1000","48812249000","원(KRW)","은유진","070-7308-9319","서울특별시 송파구 정의로8길 4 케이디70, 1004호 "
"184230","SGA솔루션즈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"38943605","100","3894360500","원(KRW)","최영철","02-574-6856","서울특별시 송파구 법원로11길 25 에이동 801호(문정동, 에이치비즈니스파크) "
"224880","SGA클라우드서비스","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","상상인","5418165","500","2709082500","원(KRW)","은유진","070-7410-9319","서울특별시 송파구 법원로11길 25에이동 908호(문정동, 에이치비지니스파크) "
"005090","SGC에너지","KOSPI",,,"043501","전기업","12",,"14677004","5000","73385020000","원(KRW)","이복영, 박준영, 안찬규","02-489-8000","서울특별시 서초구 양재대로 246 2층,3층 한국소비자원"
"016250","SGC이테크건설","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"1581383","5000","7906915000","원(KRW)","이복영, 안찬규","02-489-9000","서울특별시 서초구 양재대로 246(염곡동) "
"004060","SG세계물산","KOSPI",,,"074608","상품 종합 도매업","12",,"202424960","500","101212480000","원(KRW)","이의범","02-850-5191","서울특별시 금천구  디지털로10길 35 "
"001380","SG충방","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"44964143","500","22482071500","원(KRW)","이의범","070-5038-5498","충청남도 예산군 예산읍 창말로 75 (주)SG충방"
"002360","SH에너지화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"111133730","500","55566865000","원(KRW)","정케빈규봉","063-469-1500","전라북도 군산시 외항7길 20 "
"009160","SIMPAC","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"65429516","500","32714758000","원(KRW)","최진식","032-510-0044","인천광역시 부평구  부평북로 141 (주)SIMPAC"
"123700","SJM","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"15604898","500","7802449000","원(KRW)","김휘중 (단독 대표이사)","031-490-3838","경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠"
"025530","SJM홀딩스","KOSPI",,,"074502","자동차 부품 및 내장품 판매업","12",,"14934008","500","7467004000","원(KRW)","김용호, 김휘중(각자대표이사)","031-491-4151","경기도 안산시 단원구 별망로459번길 20 "
"034730","SK","KOSPI",,,"116409","기타 금융업","12",,"70360297","200","15385286400","원(KRW)","최태원, 장동현, 박성하","02-2121-5114","서울특별시 종로구 종로 26 SK주식회사"
"307070","SK4호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5160000","100","516000000","원(KRW)","박신규","02-3773-9151","서울특별시 영등포구 국제금융로8길 31 4층 &nbsp"
"337450","SK5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","우종민","02-3773-8227","서울특별시 영등포구 국제금융로8길 31, 4층 "
"340350","SK6호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5710000","100","571000000","원(KRW)","송문규","02-3773-9131","서울특별시 영등포구 국제금융로8길 31, 4층 "
"011790","SKC","KOSPI",,,"032004","기타 화학제품 제조업","12",,"37868298","5000","189341490000","원(KRW)","이완재","031-250-7114","경기도 수원시 장안구 장안로309번길 84 (정자동) "
"018670","SK가스","KOSPI",,,"074607","기타 전문 도매업","12",,"9230244","5000","46151220000","원(KRW)","최창원, 윤병석","02-6200-8114","경기도 성남시 분당구 판교로 332 ECO Hub"
"001740","SK네트웍스","KOSPI",,,"074607","기타 전문 도매업","12",,"248187647","2500","620753237500","원(KRW)","최신원, 박상규 (각자 대표이사)","070-7800-2114","경기도 수원시 팔달구 매산로52번길 4 - "
"006120","SK디스커버리","KOSPI",,,"116409","기타 금융업","12",,"19037855","5000","111677150000","원(KRW)","최창원, 김철, 박찬중","02-2008-2008","경기도 성남시 분당구 판교로 332 -"
"210980","SK디앤디","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"18990164","1000","18990164000","원(KRW)","함스테판윤성","02-398-4700","경기도 성남시 분당구 판교로 332 (삼평동)"
"068400","SK렌터카","KOSPI",,,"147601","운송장비 임대업","12",,"47285840","500","23642920000","원(KRW)","현몽주","1544-1600","서울특별시 구로구  서부샛길 822 "
"036490","SK머티리얼즈","KOSDAQ","우량기업부",,"032001","기초 화학물질 제조업","12",,"10547673","500","5273836500","원(KRW)","이용욱","054-630-8114","경상북도 영주시  가흥공단로 59-33 "
"326030","SK바이오팜","KOSPI",,,"137001","자연과학 및 공학 연구개발업","12",,"78313250","500","39156625000","원(KRW)","조정우","031-8093-0114","경기도 성남시 분당구 판교역로 221 "
"096770","SK이노베이션","KOSPI",,,"031902","석유 정제품 제조업","12",,"92465564","5000","468569950000","원(KRW)","김준","02-2121-5114","서울특별시 종로구  종로 26 "
"001510","SK증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"472590171","500","238251342500","원(KRW)","김 신","02-3773-8245","서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩"
"285130","SK케미칼","KOSPI",,,"032002","합성고무 및 플라스틱 물질 제조업","12",,"11741396","5000","66000330000","원(KRW)","김철, 전광현","02-2008-2726","경기도 성남시 분당구 판교로 310 "
"017670","SK텔레콤","KOSPI",,,"106102","전기 통신업","12",,"80745711","500","44639473000","원(KRW)","박정호","02-6100-2114","서울특별시 중구  을지로 65 (을자로2가)"
"000660","SK하이닉스","KOSPI",,,"032601","반도체 제조업","12",,"728002365","5000","3657652050000","원(KRW)","이석희","031-630-4114","경기도 이천시  부발읍 경충대로 2091 "
"048550","SM C&C","KOSDAQ","중견기업부",,"137103","광고업","12",,"94610120","500","47305060000","원(KRW)","김동준, 남궁철","02-3788-0000","서울특별시 강남구 삼성로 648한섬빌딩 "
"063440","SM Life Design","KOSDAQ","중견기업부",,"031802","기록매체 복제업","12",,"45129154","500","22924577000","원(KRW)","신숭복","031-955-7171","경기도 파주시 직지길 376 "
"950180","SNK","KOSDAQ","외국기업(소속부없음)",,"105802","소프트웨어 개발 및 공급업","07",,"21061800","무액면","0","일본엔(JPY)","갈지휘","+81-06-6339-6362","1-16-17, Esakacho, Suitasi, Osaka, Japan "
"005610","SPC삼립","KOSPI",,,"031007","기타 식품 제조업","12",,"8629009","5000","43145045000","원(KRW)","황종현","02-2276-5061","경기도 시흥시 공단1대로 101 "
"011810","STX","KOSPI",,,"074608","상품 종합 도매업","12",,"19726902","2500","49317255000","원(KRW)","박상준","02-316-9600","경상남도 창원시 성산구  중앙대로 105  "
"077970","STX엔진","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"23008904","2500","57522260000","원(KRW)","송종근","-","경상남도 창원시 성산구  공단로474번길 36 "
"071970","STX중공업","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"28365976","2500","70914940000","원(KRW)","최순필","055-280-0700","경상남도 창원시 성산구  남면로 381 "
"289080","SV인베스트먼트","KOSDAQ","벤처기업부",,"116409","기타 금융업","03",,"53234000","500","26617000000","원(KRW)","박성호, 홍원호","02-3775-1020","서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)"
"084870","TBH글로벌","KOSPI",,,"031401","봉제의복 제조업","12",,"20856819","500","10428409500","원(KRW)","우종완","02-2058-3800","서울특별시 강남구 봉은사로 456 베이직하우스빌딩(삼성동)"
"002710","TCC스틸","KOSPI",,,"032401","1차 철강 제조업","12",,"23000000","1000","23000000000","원(KRW)","손봉락, 조석희, 손기영 (각자대표)","02-2633-3311","경상북도 포항시 남구  괴동로 100 "
"089230","THE E&M","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"167851954","100","16785195400","원(KRW)","신환률, 김대권(각자대표)","02-2088-8222","서울특별시 강남구 논현로 842 압구정빌딩 8층(신사동) "
"161570","THE MIDONG","KOSDAQ","중견기업부",,"032605","영상 및 음향기기 제조업","12",,"13791786","500","6895893000","원(KRW)","후성양(HU SHENGYANG)","070-7425-0614","서울특별시 서초구 남부순환로 2652 대명빌딩 7층 "
